Date;Level [mm];Quantity [Liter];Signal health [-];Error [-];StdDev [Liter];Refill Quantity [Liter];Rain quantity 24h [Liter];Refill quantity 24h [Liter];Measured quantity change 24h [Liter];Calculated quantity change 24h [Liter];Quantity difference [%];Filter diagnosis [-];Usage in last 24h [Liter];Usage average in last 10d [Liter]
2018-10-22 08:34:27;205;644;94;Kein Fehler erkannt;6.16;660;0.00;;;;;;;;
2018-10-22 08:34:29;205;644;94;Kein Fehler erkannt;6.08;660;0.00;;;;;;;;
2018-10-22 08:34:32;205;644;94;Kein Fehler erkannt;6.06;660;0.00;;;;;;;;
2018-10-22 08:34:34;205;644;94;Kein Fehler erkannt;6.16;660;0.00;;;;;;;;
2018-10-22 08:34:37;204;640;96;Kein Fehler erkannt;4.08;660;0.00;;;;;;;;
2018-10-22 08:34:39;204;640;96;Kein Fehler erkannt;3.93;660;0.00;;;;;;;;
2018-10-22 08:34:41;204;640;95;Kein Fehler erkannt;5.10;660;0.00;;;;;;;;
2018-10-22 08:34:43;205;644;94;Kein Fehler erkannt;5.34;660;0.00;;;;;;;;
2018-10-22 08:34:46;204;640;96;Kein Fehler erkannt;3.98;660;0.00;;;;;;;;
2018-10-22 08:34:48;204;640;95;Kein Fehler erkannt;4.36;660;0.00;;;;;;;;
2018-10-22 08:34:50;204;640;97;Kein Fehler erkannt;2.62;660;0.00;;;;;;;;
2018-10-22 08:34:53;204;640;96;Kein Fehler erkannt;3.16;660;0.00;;;;;;;;
2018-10-22 08:34:55;203;637;97;Kein Fehler erkannt;2.80;660;0.00;;;;;;;;
2018-10-22 08:34:58;204;640;95;Kein Fehler erkannt;4.54;660;0.00;;;;;;;;
2018-10-22 08:35:00;205;644;94;Kein Fehler erkannt;5.64;660;0.00;;;;;;;;
2018-10-22 08:35:02;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:35:04;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:35:07;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:35:09;204;640;95;Kein Fehler erkannt;4.48;660;0.00;;;;;;;;
2018-10-22 08:35:11;205;644;94;Kein Fehler erkannt;5.42;660;0.00;;;;;;;;
2018-10-22 08:35:14;204;640;95;Kein Fehler erkannt;4.36;660;0.00;;;;;;;;
2018-10-22 08:35:16;204;640;95;Kein Fehler erkannt;4.60;660;0.00;;;;;;;;
2018-10-22 08:35:19;205;644;94;Kein Fehler erkannt;6.10;660;0.00;;;;;;;;
2018-10-22 08:35:21;204;640;96;Kein Fehler erkannt;4.08;660;0.00;;;;;;;;
2018-10-22 08:35:23;204;640;95;Kein Fehler erkannt;4.83;660;0.00;;;;;;;;
2018-10-22 08:35:25;204;640;95;Kein Fehler erkannt;4.22;660;0.00;;;;;;;;
2018-10-22 08:35:28;205;644;94;Kein Fehler erkannt;5.97;660;0.00;;;;;;;;
2018-10-22 08:35:30;205;644;94;Kein Fehler erkannt;6.18;660;0.00;;;;;;;;
2018-10-22 08:35:33;205;644;94;Kein Fehler erkannt;6.26;660;0.00;;;;;;;;
2018-10-22 08:35:35;205;644;94;Kein Fehler erkannt;6.16;660;0.00;;;;;;;;
2018-10-22 08:35:37;205;644;94;Kein Fehler erkannt;5.64;660;0.00;;;;;;;;
2018-10-22 08:35:40;205;644;94;Kein Fehler erkannt;5.73;660;0.00;;;;;;;;
2018-10-22 08:35:42;204;640;95;Kein Fehler erkannt;4.22;660;0.00;;;;;;;;
2018-10-22 08:35:44;204;640;95;Kein Fehler erkannt;4.83;660;0.00;;;;;;;;
2018-10-22 08:35:46;204;640;97;Kein Fehler erkannt;2.46;660;0.00;;;;;;;;
2018-10-22 08:35:49;204;640;95;Kein Fehler erkannt;5.21;660;0.00;;;;;;;;
2018-10-22 08:35:51;203;637;98;Kein Fehler erkannt;1.54;660;0.00;;;;;;;;
2018-10-22 08:35:54;203;637;98;Kein Fehler erkannt;1.57;660;0.00;;;;;;;;
2018-10-22 08:35:56;203;637;96;Kein Fehler erkannt;3.46;660;0.00;;;;;;;;
2018-10-22 08:35:58;205;644;94;Kein Fehler erkannt;5.76;660;0.00;;;;;;;;
2018-10-22 08:36:01;203;637;98;Kein Fehler erkannt;1.57;660;0.00;;;;;;;;
2018-10-22 08:36:03;204;640;94;Kein Fehler erkannt;5.66;660;0.00;;;;;;;;
2018-10-22 08:36:05;203;637;98;Kein Fehler erkannt;1.47;660;0.00;;;;;;;;
2018-10-22 08:36:08;204;640;97;Kein Fehler erkannt;2.56;660;0.00;;;;;;;;
2018-10-22 08:36:10;204;640;97;Kein Fehler erkannt;2.18;660;0.00;;;;;;;;
2018-10-22 08:36:12;204;640;96;Kein Fehler erkannt;3.22;660;0.00;;;;;;;;
2018-10-22 08:36:15;204;640;98;Kein Fehler erkannt;1.89;660;0.00;;;;;;;;
2018-10-22 08:36:17;204;640;95;Kein Fehler erkannt;5.10;660;0.00;;;;;;;;
2018-10-22 08:36:19;205;644;94;Kein Fehler erkannt;6.13;660;0.00;;;;;;;;
2018-10-22 08:36:22;205;644;94;Kein Fehler erkannt;6.10;660;0.00;;;;;;;;
2018-10-22 08:36:24;204;640;96;Kein Fehler erkannt;4.08;660;0.00;;;;;;;;
2018-10-22 08:36:26;205;644;94;Kein Fehler erkannt;5.51;660;0.00;;;;;;;;
2018-10-22 08:36:29;205;644;94;Kein Fehler erkannt;5.62;660;0.00;;;;;;;;
2018-10-22 08:36:31;205;644;94;Kein Fehler erkannt;6.10;660;0.00;;;;;;;;
2018-10-22 08:36:33;205;644;94;Kein Fehler erkannt;5.68;660;0.00;;;;;;;;
2018-10-22 08:36:36;205;644;94;Kein Fehler erkannt;5.79;660;0.00;;;;;;;;
2018-10-22 08:36:38;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 08:36:40;205;644;94;Kein Fehler erkannt;6.08;660;0.00;;;;;;;;
2018-10-22 08:36:43;205;644;94;Kein Fehler erkannt;6.10;660;0.00;;;;;;;;
2018-10-22 08:36:45;205;644;94;Kein Fehler erkannt;5.95;660;0.00;;;;;;;;
2018-10-22 08:36:47;205;644;94;Kein Fehler erkannt;5.42;660;0.00;;;;;;;;
2018-10-22 08:36:50;203;637;99;Kein Fehler erkannt;0.62;660;0.00;;;;;;;;
2018-10-22 08:36:52;204;640;95;Kein Fehler erkannt;4.69;660;0.00;;;;;;;;
2018-10-22 08:36:54;204;640;95;Kein Fehler erkannt;5.00;660;0.00;;;;;;;;
2018-10-22 08:36:57;204;640;95;Kein Fehler erkannt;4.75;660;0.00;;;;;;;;
2018-10-22 08:36:59;203;637;98;Kein Fehler erkannt;1.89;660;0.00;;;;;;;;
2018-10-22 08:37:02;204;640;98;Kein Fehler erkannt;1.32;660;0.00;;;;;;;;
2018-10-22 08:37:04;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 08:37:07;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:37:09;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 08:37:11;213;669;203;Kein Fehler erkannt;161.13;660;0.00;;;;;;;;
2018-10-22 08:37:14;204;640;95;Kein Fehler erkannt;4.61;660;0.00;;;;;;;;
2018-10-22 08:37:16;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 08:37:18;204;640;94;Kein Fehler erkannt;5.37;660;0.00;;;;;;;;
2018-10-22 08:37:21;204;640;96;Kein Fehler erkannt;4.08;660;0.00;;;;;;;;
2018-10-22 08:37:23;204;640;97;Kein Fehler erkannt;2.98;660;0.00;;;;;;;;
2018-10-22 08:37:26;204;640;95;Kein Fehler erkannt;4.83;660;0.00;;;;;;;;
2018-10-22 08:37:28;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 08:37:31;204;640;96;Kein Fehler erkannt;3.93;660;0.00;;;;;;;;
2018-10-22 08:37:33;204;640;95;Kein Fehler erkannt;4.83;660;0.00;;;;;;;;
2018-10-22 08:37:35;205;644;94;Kein Fehler erkannt;6.21;660;0.00;;;;;;;;
2018-10-22 08:37:38;204;640;95;Kein Fehler erkannt;5.10;660;0.00;;;;;;;;
2018-10-22 08:37:40;204;640;95;Kein Fehler erkannt;4.71;660;0.00;;;;;;;;
2018-10-22 08:37:43;205;644;94;Kein Fehler erkannt;5.60;660;0.00;;;;;;;;
2018-10-22 08:37:45;205;644;94;Kein Fehler erkannt;5.51;660;0.00;;;;;;;;
2018-10-22 08:37:48;204;640;95;Kein Fehler erkannt;4.63;660;0.00;;;;;;;;
2018-10-22 08:37:50;204;640;94;Kein Fehler erkannt;5.80;660;0.00;;;;;;;;
2018-10-22 08:37:52;204;640;96;Kein Fehler erkannt;4.13;660;0.00;;;;;;;;
2018-10-22 08:37:55;204;640;94;Kein Fehler erkannt;5.90;660;0.00;;;;;;;;
2018-10-22 08:37:58;205;644;94;Kein Fehler erkannt;6.03;660;0.00;;;;;;;;
2018-10-22 08:38:00;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 08:38:03;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:38:05;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:38:07;203;637;97;Kein Fehler erkannt;2.22;660;0.00;;;;;;;;
2018-10-22 08:38:10;204;640;95;Kein Fehler erkannt;5.14;660;0.00;;;;;;;;
2018-10-22 08:38:12;203;637;98;Kein Fehler erkannt;1.30;660;0.00;;;;;;;;
2018-10-22 08:38:15;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:38:17;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 08:38:20;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:38:22;204;640;96;Kein Fehler erkannt;3.41;660;0.00;;;;;;;;
2018-10-22 08:38:24;205;644;94;Kein Fehler erkannt;6.03;660;0.00;;;;;;;;
2018-10-22 08:38:27;204;640;97;Kein Fehler erkannt;3.02;660;0.00;;;;;;;;
2018-10-22 08:38:29;204;640;96;Kein Fehler erkannt;3.69;660;0.00;;;;;;;;
2018-10-22 08:38:32;204;640;97;Kein Fehler erkannt;3.07;660;0.00;;;;;;;;
2018-10-22 08:38:35;205;644;93;Kein Fehler erkannt;6.29;660;0.00;;;;;;;;
2018-10-22 08:38:37;204;640;94;Kein Fehler erkannt;5.74;660;0.00;;;;;;;;
2018-10-22 08:38:39;203;637;99;Kein Fehler erkannt;1.02;660;0.00;;;;;;;;
2018-10-22 08:38:42;204;640;96;Kein Fehler erkannt;3.93;660;0.00;;;;;;;;
2018-10-22 08:38:44;204;640;96;Kein Fehler erkannt;3.22;660;0.00;;;;;;;;
2018-10-22 08:38:47;204;640;96;Kein Fehler erkannt;3.93;660;0.00;;;;;;;;
2018-10-22 08:38:49;204;640;96;Kein Fehler erkannt;3.74;660;0.00;;;;;;;;
2018-10-22 08:38:52;204;640;98;Kein Fehler erkannt;1.32;660;0.00;;;;;;;;
2018-10-22 08:38:54;204;640;97;Kein Fehler erkannt;2.90;660;0.00;;;;;;;;
2018-10-22 08:38:56;203;637;98;Kein Fehler erkannt;1.13;660;0.00;;;;;;;;
2018-10-22 08:38:59;204;640;96;Kein Fehler erkannt;3.44;660;0.00;;;;;;;;
2018-10-22 08:39:01;204;640;97;Kein Fehler erkannt;2.56;660;0.00;;;;;;;;
2018-10-22 08:39:04;204;640;97;Kein Fehler erkannt;3.02;660;0.00;;;;;;;;
2018-10-22 08:39:06;204;640;97;Kein Fehler erkannt;3.07;660;0.00;;;;;;;;
2018-10-22 08:39:09;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 08:39:11;204;640;95;Kein Fehler erkannt;4.60;660;0.00;;;;;;;;
2018-10-22 08:39:13;204;640;98;Kein Fehler erkannt;1.32;660;0.00;;;;;;;;
2018-10-22 08:39:16;204;640;96;Kein Fehler erkannt;3.22;660;0.00;;;;;;;;
2018-10-22 08:39:18;205;644;94;Kein Fehler erkannt;5.64;660;0.00;;;;;;;;
2018-10-22 08:39:21;204;640;95;Kein Fehler erkannt;4.92;660;0.00;;;;;;;;
2018-10-22 08:39:23;205;644;94;Kein Fehler erkannt;6.21;660;0.00;;;;;;;;
2018-10-22 08:39:26;203;637;97;Kein Fehler erkannt;2.68;660;0.00;;;;;;;;
2018-10-22 08:39:28;203;637;98;Kein Fehler erkannt;1.44;660;0.00;;;;;;;;
2018-10-22 08:39:31;204;640;94;Kein Fehler erkannt;5.80;660;0.00;;;;;;;;
2018-10-22 08:39:33;205;644;93;Kein Fehler erkannt;6.31;660;0.00;;;;;;;;
2018-10-22 08:39:35;203;637;97;Kein Fehler erkannt;2.68;660;0.00;;;;;;;;
2018-10-22 08:39:38;204;640;94;Kein Fehler erkannt;5.76;660;0.00;;;;;;;;
2018-10-22 08:39:40;204;640;98;Kein Fehler erkannt;1.97;660;0.00;;;;;;;;
2018-10-22 08:39:43;204;640;97;Kein Fehler erkannt;2.76;660;0.00;;;;;;;;
2018-10-22 08:39:45;204;640;95;Kein Fehler erkannt;5.08;660;0.00;;;;;;;;
2018-10-22 08:39:48;204;640;95;Kein Fehler erkannt;4.29;660;0.00;;;;;;;;
2018-10-22 08:39:50;203;637;98;Kein Fehler erkannt;1.41;660;0.00;;;;;;;;
2018-10-22 08:39:52;204;640;96;Kein Fehler erkannt;3.40;660;0.00;;;;;;;;
2018-10-22 08:39:55;203;637;97;Kein Fehler erkannt;2.15;660;0.00;;;;;;;;
2018-10-22 08:39:58;204;640;96;Kein Fehler erkannt;4.10;660;0.00;;;;;;;;
2018-10-22 08:40:00;204;640;96;Kein Fehler erkannt;3.62;660;0.00;;;;;;;;
2018-10-22 08:40:03;204;640;95;Kein Fehler erkannt;5.19;660;0.00;;;;;;;;
2018-10-22 08:40:05;203;637;96;Kein Fehler erkannt;3.72;660;0.00;;;;;;;;
2018-10-22 08:40:07;204;640;95;Kein Fehler erkannt;4.82;660;0.00;;;;;;;;
2018-10-22 08:40:10;204;640;95;Kein Fehler erkannt;4.25;660;0.00;;;;;;;;
2018-10-22 08:40:12;204;640;96;Kein Fehler erkannt;3.49;660;0.00;;;;;;;;
2018-10-22 08:40:15;204;640;94;Kein Fehler erkannt;5.27;660;0.00;;;;;;;;
2018-10-22 08:40:17;204;640;93;Kein Fehler erkannt;6.32;660;0.00;;;;;;;;
2018-10-22 08:40:20;205;644;94;Kein Fehler erkannt;6.00;660;0.00;;;;;;;;
2018-10-22 08:40:22;205;644;94;Kein Fehler erkannt;5.88;660;0.00;;;;;;;;
2018-10-22 08:40:24;204;640;96;Kein Fehler erkannt;3.78;660;0.00;;;;;;;;
2018-10-22 08:40:27;204;640;95;Kein Fehler erkannt;4.92;660;0.00;;;;;;;;
2018-10-22 08:40:29;204;640;96;Kein Fehler erkannt;3.93;660;0.00;;;;;;;;
2018-10-22 08:40:32;204;640;95;Kein Fehler erkannt;5.21;660;0.00;;;;;;;;
2018-10-22 08:40:34;205;644;94;Kein Fehler erkannt;5.73;660;0.00;;;;;;;;
2018-10-22 08:40:37;204;640;95;Kein Fehler erkannt;5.03;660;0.00;;;;;;;;
2018-10-22 08:40:39;204;640;94;Kein Fehler erkannt;5.89;660;0.00;;;;;;;;
2018-10-22 08:40:41;204;640;95;Kein Fehler erkannt;4.67;660;0.00;;;;;;;;
2018-10-22 08:40:44;203;637;97;Kein Fehler erkannt;2.61;660;0.00;;;;;;;;
2018-10-22 08:40:47;204;640;94;Kein Fehler erkannt;5.59;660;0.00;;;;;;;;
2018-10-22 08:40:49;204;640;96;Kein Fehler erkannt;3.20;660;0.00;;;;;;;;
2018-10-22 08:40:52;204;640;95;Kein Fehler erkannt;4.87;660;0.00;;;;;;;;
2018-10-22 08:40:54;203;637;96;Kein Fehler erkannt;3.97;660;0.00;;;;;;;;
2018-10-22 08:40:56;205;644;94;Kein Fehler erkannt;6.17;660;0.00;;;;;;;;
2018-10-22 08:40:59;204;640;96;Kein Fehler erkannt;3.79;660;0.00;;;;;;;;
2018-10-22 08:41:01;203;637;98;Kein Fehler erkannt;1.47;660;0.00;;;;;;;;
2018-10-22 08:41:04;204;640;95;Kein Fehler erkannt;4.29;660;0.00;;;;;;;;
2018-10-22 08:41:06;203;637;98;Kein Fehler erkannt;1.56;660;0.00;;;;;;;;
2018-10-22 08:41:09;204;640;97;Kein Fehler erkannt;2.98;660;0.00;;;;;;;;
2018-10-22 08:41:11;204;640;95;Kein Fehler erkannt;4.92;660;0.00;;;;;;;;
2018-10-22 08:41:13;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:41:16;203;637;99;Kein Fehler erkannt;0.44;660;0.00;;;;;;;;
2018-10-22 08:41:18;204;640;95;Kein Fehler erkannt;4.83;660;0.00;;;;;;;;
2018-10-22 08:41:21;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:41:23;204;640;98;Kein Fehler erkannt;1.32;660;0.00;;;;;;;;
2018-10-22 08:41:26;204;640;95;Kein Fehler erkannt;4.59;660;0.00;;;;;;;;
2018-10-22 08:41:28;204;640;97;Kein Fehler erkannt;2.76;660;0.00;;;;;;;;
2018-10-22 08:41:31;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:41:33;204;640;95;Kein Fehler erkannt;5.03;660;0.00;;;;;;;;
2018-10-22 08:41:35;204;640;95;Kein Fehler erkannt;5.09;660;0.00;;;;;;;;
2018-10-22 08:41:38;204;640;95;Kein Fehler erkannt;5.18;660;0.00;;;;;;;;
2018-10-22 08:41:40;204;640;96;Kein Fehler erkannt;3.29;660;0.00;;;;;;;;
2018-10-22 08:41:43;203;637;97;Kein Fehler erkannt;2.26;660;0.00;;;;;;;;
2018-10-22 08:41:45;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:41:48;203;637;98;Kein Fehler erkannt;1.15;660;0.00;;;;;;;;
2018-10-22 08:41:50;204;640;95;Kein Fehler erkannt;5.13;660;0.00;;;;;;;;
2018-10-22 08:41:52;205;644;94;Kein Fehler erkannt;5.96;660;0.00;;;;;;;;
2018-10-22 08:41:55;204;640;95;Kein Fehler erkannt;4.59;660;0.00;;;;;;;;
2018-10-22 08:41:57;204;640;95;Kein Fehler erkannt;4.83;660;0.00;;;;;;;;
2018-10-22 08:42:00;203;637;98;Kein Fehler erkannt;1.57;660;0.00;;;;;;;;
2018-10-22 08:42:02;203;637;96;Kein Fehler erkannt;3.29;660;0.00;;;;;;;;
2018-10-22 08:42:05;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:42:07;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:42:09;204;640;94;Kein Fehler erkannt;5.46;660;0.00;;;;;;;;
2018-10-22 08:42:12;204;640;97;Kein Fehler erkannt;2.80;660;0.00;;;;;;;;
2018-10-22 08:42:14;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:42:17;204;640;96;Kein Fehler erkannt;3.42;660;0.00;;;;;;;;
2018-10-22 08:42:20;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:42:22;204;640;98;Kein Fehler erkannt;1.85;660;0.00;;;;;;;;
2018-10-22 08:42:24;204;640;96;Kein Fehler erkannt;4.08;660;0.00;;;;;;;;
2018-10-22 08:42:27;204;640;95;Kein Fehler erkannt;4.22;660;0.00;;;;;;;;
2018-10-22 08:42:29;205;644;94;Kein Fehler erkannt;5.42;660;0.00;;;;;;;;
2018-10-22 08:42:32;205;644;94;Kein Fehler erkannt;5.68;660;0.00;;;;;;;;
2018-10-22 08:42:34;205;644;94;Kein Fehler erkannt;5.60;660;0.00;;;;;;;;
2018-10-22 08:42:37;204;640;96;Kein Fehler erkannt;3.92;660;0.00;;;;;;;;
2018-10-22 08:42:39;204;640;95;Kein Fehler erkannt;4.48;660;0.00;;;;;;;;
2018-10-22 08:42:41;204;640;97;Kein Fehler erkannt;2.46;660;0.00;;;;;;;;
2018-10-22 08:42:44;204;640;98;Kein Fehler erkannt;1.32;660;0.00;;;;;;;;
2018-10-22 08:42:46;204;640;97;Kein Fehler erkannt;2.98;660;0.00;;;;;;;;
2018-10-22 08:42:49;204;640;96;Kein Fehler erkannt;3.42;660;0.00;;;;;;;;
2018-10-22 08:42:51;204;640;95;Kein Fehler erkannt;4.59;660;0.00;;;;;;;;
2018-10-22 08:42:54;204;640;96;Kein Fehler erkannt;4.08;660;0.00;;;;;;;;
2018-10-22 08:42:56;204;640;96;Kein Fehler erkannt;3.87;660;0.00;;;;;;;;
2018-10-22 08:42:59;204;640;95;Kein Fehler erkannt;4.92;660;0.00;;;;;;;;
2018-10-22 08:43:01;204;640;95;Kein Fehler erkannt;5.00;660;0.00;;;;;;;;
2018-10-22 08:43:03;203;637;98;Kein Fehler erkannt;1.55;660;0.00;;;;;;;;
2018-10-22 08:43:06;203;637;98;Kein Fehler erkannt;1.38;660;0.00;;;;;;;;
2018-10-22 08:43:08;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 08:43:11;205;644;94;Kein Fehler erkannt;5.84;660;0.00;;;;;;;;
2018-10-22 08:43:13;204;640;98;Kein Fehler erkannt;1.32;660;0.00;;;;;;;;
2018-10-22 08:43:16;204;640;97;Kein Fehler erkannt;2.98;660;0.00;;;;;;;;
2018-10-22 08:43:18;204;640;95;Kein Fehler erkannt;5.03;660;0.00;;;;;;;;
2018-10-22 08:43:21;204;640;96;Kein Fehler erkannt;3.78;660;0.00;;;;;;;;
2018-10-22 08:43:23;204;640;97;Kein Fehler erkannt;2.49;660;0.00;;;;;;;;
2018-10-22 08:43:26;204;640;97;Kein Fehler erkannt;2.98;660;0.00;;;;;;;;
2018-10-22 08:43:28;204;640;95;Kein Fehler erkannt;5.21;660;0.00;;;;;;;;
2018-10-22 08:43:30;204;640;97;Kein Fehler erkannt;2.46;660;0.00;;;;;;;;
2018-10-22 08:43:33;205;644;94;Kein Fehler erkannt;5.95;660;0.00;;;;;;;;
2018-10-22 08:43:35;204;640;95;Kein Fehler erkannt;4.61;660;0.00;;;;;;;;
2018-10-22 08:43:38;205;644;94;Kein Fehler erkannt;5.42;660;0.00;;;;;;;;
2018-10-22 08:43:40;204;640;95;Kein Fehler erkannt;4.22;660;0.00;;;;;;;;
2018-10-22 08:43:43;204;640;96;Kein Fehler erkannt;3.41;660;0.00;;;;;;;;
2018-10-22 08:43:46;205;644;94;Kein Fehler erkannt;5.56;660;0.00;;;;;;;;
2018-10-22 08:43:48;204;640;94;Kein Fehler erkannt;5.28;660;0.00;;;;;;;;
2018-10-22 08:43:51;204;640;94;Kein Fehler erkannt;5.92;660;0.00;;;;;;;;
2018-10-22 08:43:53;204;640;94;Kein Fehler erkannt;5.64;660;0.00;;;;;;;;
2018-10-22 08:43:56;203;637;96;Kein Fehler erkannt;3.55;660;0.00;;;;;;;;
2018-10-22 08:43:58;203;637;99;Kein Fehler erkannt;1.02;660;0.00;;;;;;;;
2018-10-22 08:44:00;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:44:03;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:44:05;203;637;98;Kein Fehler erkannt;1.26;660;0.00;;;;;;;;
2018-10-22 08:44:08;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:44:10;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:44:13;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:44:15;204;640;96;Kein Fehler erkannt;4.08;660;0.00;;;;;;;;
2018-10-22 08:44:18;204;640;95;Kein Fehler erkannt;4.36;660;0.00;;;;;;;;
2018-10-22 08:44:20;205;644;94;Kein Fehler erkannt;6.10;660;0.00;;;;;;;;
2018-10-22 08:44:23;205;644;94;Kein Fehler erkannt;5.76;660;0.00;;;;;;;;
2018-10-22 08:44:25;205;644;94;Kein Fehler erkannt;5.51;660;0.00;;;;;;;;
2018-10-22 08:44:28;205;644;94;Kein Fehler erkannt;6.22;660;0.00;;;;;;;;
2018-10-22 08:44:30;203;637;97;Kein Fehler erkannt;2.40;660;0.00;;;;;;;;
2018-10-22 08:44:33;203;637;98;Kein Fehler erkannt;1.60;660;0.00;;;;;;;;
2018-10-22 08:44:35;204;640;94;Kein Fehler erkannt;5.27;660;0.00;;;;;;;;
2018-10-22 08:44:38;204;640;94;Kein Fehler erkannt;5.70;660;0.00;;;;;;;;
2018-10-22 08:44:40;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 08:44:43;204;640;95;Kein Fehler erkannt;4.22;660;0.00;;;;;;;;
2018-10-22 08:44:45;204;640;94;Kein Fehler erkannt;5.38;660;0.00;;;;;;;;
2018-10-22 08:44:48;203;637;96;Kein Fehler erkannt;3.43;660;0.00;;;;;;;;
2018-10-22 08:44:50;203;637;96;Kein Fehler erkannt;3.94;660;0.00;;;;;;;;
2018-10-22 08:44:53;204;640;95;Kein Fehler erkannt;4.82;660;0.00;;;;;;;;
2018-10-22 08:44:55;203;637;96;Kein Fehler erkannt;3.29;660;0.00;;;;;;;;
2018-10-22 08:44:58;203;637;98;Kein Fehler erkannt;1.56;660;0.00;;;;;;;;
2018-10-22 08:45:00;204;640;95;Kein Fehler erkannt;4.85;660;0.00;;;;;;;;
2018-10-22 08:45:02;203;637;96;Kein Fehler erkannt;3.53;660;0.00;;;;;;;;
2018-10-22 08:45:05;204;640;94;Kein Fehler erkannt;5.54;660;0.00;;;;;;;;
2018-10-22 08:45:07;203;637;97;Kein Fehler erkannt;2.67;660;0.00;;;;;;;;
2018-10-22 08:45:10;204;640;95;Kein Fehler erkannt;4.52;660;0.00;;;;;;;;
2018-10-22 08:45:13;204;640;96;Kein Fehler erkannt;3.94;660;0.00;;;;;;;;
2018-10-22 08:45:15;204;640;97;Kein Fehler erkannt;2.51;660;0.00;;;;;;;;
2018-10-22 08:45:18;204;640;95;Kein Fehler erkannt;4.71;660;0.00;;;;;;;;
2018-10-22 08:45:20;203;637;92;Kein Fehler erkannt;7.70;660;0.00;;;;;;;;
2018-10-22 08:45:22;205;644;93;Kein Fehler erkannt;6.87;660;0.00;;;;;;;;
2018-10-22 08:45:25;204;640;94;Kein Fehler erkannt;6.08;660;0.00;;;;;;;;
2018-10-22 08:45:27;205;644;94;Kein Fehler erkannt;6.18;660;0.00;;;;;;;;
2018-10-22 08:45:30;205;644;94;Kein Fehler erkannt;6.03;660;0.00;;;;;;;;
2018-10-22 08:45:32;204;640;95;Kein Fehler erkannt;4.48;660;0.00;;;;;;;;
2018-10-22 08:45:35;204;640;95;Kein Fehler erkannt;5.19;660;0.00;;;;;;;;
2018-10-22 08:45:37;204;640;95;Kein Fehler erkannt;5.00;660;0.00;;;;;;;;
2018-10-22 08:45:40;204;640;97;Kein Fehler erkannt;2.90;660;0.00;;;;;;;;
2018-10-22 08:45:42;204;640;97;Kein Fehler erkannt;2.85;660;0.00;;;;;;;;
2018-10-22 08:45:45;204;640;94;Kein Fehler erkannt;5.34;660;0.00;;;;;;;;
2018-10-22 08:45:47;203;637;98;Kein Fehler erkannt;1.44;660;0.00;;;;;;;;
2018-10-22 08:45:50;203;637;97;Kein Fehler erkannt;2.13;660;0.00;;;;;;;;
